gene	GSM2230612	GSM2230611	GSM2230613
148156	-0.33	-0.3	-0.43
148170	-0.55	-0.06	-0.45
148223	0.73	1.07	1.4
148229	-0.68	-0.66	-0.49
148252	-0.39	-0.36	-0.36
148266	-0.03	-0.08	-0.17
148281	-0.49	-0.82	-1.48
148304	0.04	0.05	-0.08
148327	-0.62	-0.44	-0.47
148345	-1.63	-1.53	-1.48
148362	1.3	0.94	0.62
148398	-0.78	-0.9	-0.86
148423	0.23	0.24	0.46
148479	0.13	0.37	0.62
148523	0.04	-0.08	-0.21
148534	0.37	-0.48	-0.66
148581	-1.16	-1.53	-1.48
148641	-0.71	-0.72	-0.49
148738	-1.63	-1.53	-1.48
148741	-0.84	-0.82	-0.86
148753	-1.16	-1.53	-0.97
148789	0.04	0.06	0.2
148808	0.07	-0.1	-0.06
148811	-0.54	-0.52	-0.59
148867	0.51	0.44	0.29
148870	-1.63	-1.53	-1.48
148930	-1.63	-1.53	-1.48
148932	-0.21	-0.16	-0.2
148979	-0.69	-0.52	-0.57
149041	0.54	0.32	0.36
149069	-0.56	-0.43	-0.45
149076	0.2	0.4	0.23
149095	-0.44	-0.38	-0.42
149111	-0.66	-0.9	-0.73
149175	-0.33	-0.54	-0.73
149233	-0.88	-1.53	-1.48
149281	-1.63	-1.53	-1.48
149297	0.08	0.23	0.07
149345	0.56	0.96	0.42
149371	0.08	0.23	0.18
149420	-0.01	0	-0.03
149428	-0.92	-0.61	-0.69
149461	-0.76	-1.53	-0.66
149465	-1.04	-1.03	-0.78
149466	-1.63	-1.53	-1.48
149483	-0.41	-0.29	-0.29
149499	-0.71	-0.59	-0.59
149603	1.64	1.76	1.61
149643	-0.78	-0.9	-0.49
149647	-1.63	-1.53	-1.48
149699	-1.16	-1.53	-1.48
149708	-1.16	-1.53	-1.48
149951	0.8	1.22	1.47
149954	-1.63	-1.53	-0.97
149986	1	0.95	0.95
149998	-1.63	-1.53	-1.48
150082	-0.44	-0.45	-0.48
150084	-0.92	-0.68	-1.48
150159	-0.6	-0.82	-0.66
150160	-1.16	-1.53	-1.48
150209	-1.16	-1.03	-1.48
150223	-0.3	-0.2	-0.21
150274	0.73	0.63	0.76
150275	0.33	0.3	0.05
150280	-0.88	-0.72	-0.48
150290	0.35	-0.21	0.19
150350	-1.63	-1.03	-0.63
150353	-0.84	-0.82	-0.78
150356	-0.31	-0.16	-0.33
150365	-1.63	-1.53	-1.48
150372	-1.63	-1.53	-1.48
150379	-1.63	-1.53	-0.86
150383	0	0.06	0.38
150465	0.51	0.39	0.14
150468	0.94	1.06	0.48
150483	-1.63	-1.53	-1.48
150572	-1.16	-0.76	-1.48
150677	-0.41	-0.29	-0.61
150681	-1.63	-1.53	-1.48
150684	1.14	1.44	1.67
150696	-1.63	-1.03	-1.48
150709	-1.63	-1.53	-0.97
150726	-0.66	-0.72	-1.48
150737	-0.08	-0.06	-0.15
150763	-0.88	-0.9	-0.86
150771	0.24	0.39	0.04
150864	0.12	0.14	0.12
150921	-0.92	-0.9	-0.86
150962	0.09	0.05	0.11
151011	1.47	1.33	0.94
151050	0.22	-0.13	-0.07
151056	-0.42	-0.66	-0.53
151112	-1.04	-1.53	-1.48
151126	-0.88	-1.53	-0.97
151188	0.81	0.69	0.46
151194	0.32	0.18	0.3
151195	0.42	0.27	0.57
151230	0.29	-0.11	-0.11
151242	-0.41	-0.45	-0.63
151258	-0.71	-0.63	-0.63
151295	-0.76	-0.76	-0.5
151306	-0.88	-0.59	-0.69
151313	-0.32	-0.21	-0.37
151354	-0.41	-0.4	-0.69
151393	-0.25	-0.16	-0.33
151449	-1.16	-0.82	-0.97
151473	-1.04	-0.76	-0.97
151516	-0.92	-0.72	-0.86
151525	0.16	0.08	0.04
151531	-0.14	0.02	0.11
151556	-0.17	-0.14	-0.35
151613	0.92	0.27	0.37
151636	-0.07	-0.17	0.06
151647	-0.92	-0.68	-1.48
151649	-0.48	-0.47	-0.53
151651	-1.16	-1.03	-0.73
151742	0.09	0.29	0.31
151790	-1.04	-1.53	-0.86
151827	-1.16	-1.03	-1.48
151835	-0.39	-0.37	-0.42
151871	-0.98	-1.03	-0.45
151887	-0.4	-0.61	-0.4
151888	-0.76	-0.32	-1.48
151903	0.27	0.43	1.05
151963	0.35	0.7	0.11
151987	1.57	1.45	1.22
152002	0.77	0.56	0.85
152006	0.3	0.37	0.29
152007	0.3	1.07	1.64
152098	-0.5	-0.68	-0.86
152100	0.94	0.72	0.91
152185	0.03	-0.12	-0.05
152189	-1.04	-1.53	-0.97
152206	-0.29	0.13	-1.48
152273	-0.81	-1.03	-0.97
152330	-1.63	-1.53	-0.78
152404	0.31	0.48	-0.48
152405	-1.63	-1.53	-1.48
152485	-0.06	-0.29	0.1
152503	0.33	0.51	0.66
152518	0.02	0	0.05
152519	-0.29	-0.63	0.25
152559	-0.09	-0.11	-0.18
152573	-0.98	-0.76	-0.78
152579	-0.06	0.54	0.17
152586	-1.63	-1.53	-1.48
152687	-0.29	-0.28	-0.24
152789	-0.45	-0.43	-0.4
152831	-0.88	-1.03	-0.86
152877	0.68	0.91	1.2
152926	-0.21	-0.24	-0.32
152940	-1.63	-1.53	-1.48
152992	-0.18	-0.11	0.02
153020	-0.6	-1.53	-0.63
153090	0.58	0.82	0.7
153129	-0.19	-0.11	-0.2
153201	-1.16	-1.03	-0.97
153218	-1.63	-1.03	-1.48
153222	-0.01	-0.13	-0.1
153241	0.45	0.35	0.2
153339	1.35	1.42	1.85
153364	-0.16	-0.18	-0.2
153396	0.09	-0.01	0
153443	0.28	0.09	0.14
153527	0.8	0.97	0.85
153562	-1.16	-0.82	-1.48
153572	-1.63	-1.53	-0.27
153579	-0.5	-0.44	-0.63
153642	0.08	0.12	-0.08
153643	-1.63	-1.53	-1.48
153657	-1.63	-0.76	-1.48
153733	-0.24	-0.23	-0.33
153745	-1.63	-1.53	-1.48
153768	-0.42	-0.12	-0.24
153769	-1.16	-1.53	-1.48
153770	-1.16	-1.53	-1.48
153830	1.2	0.89	0.86
153918	-1.63	-1.53	-1.48
154007	-0.15	-0.05	-0.08
154043	0.04	0.17	0.15
154075	-1.63	-1.53	-0.97
154091	-0.98	-1.03	-0.97
154141	-0.14	-0.54	0.01
154197	-0.6	-0.51	-0.52
154214	0.23	0.22	0.16
154215	0.39	-0.28	-0.97
154288	-1.63	-1.53	-1.48
154313	-0.98	-1.53	-1.48
154467	0.39	0.36	0.74
154661	-0.38	-0.22	-0.28
154664	-0.68	-1.03	-1.48
154790	-0.65	-0.61	-0.78
154796	-0.09	0.1	0.36
154807	1.03	0.8	1.06
154810	1.8	1.51	1.05
154865	-0.98	-1.53	-1.48
154881	-0.06	-0.06	-0.24
155006	-1.63	-1.53	-1.48
155038	-0.62	-0.72	-0.69
155051	-0.71	-0.54	-0.48
155061	0.31	0.41	0.31
155066	1.06	0.82	-0.39
155184	-1.63	-1.53	-1.48
155185	-0.43	-0.35	-0.37
155382	-0.31	-0.23	-0.27
155465	-1.63	-1.53	-1.48
157310	-0.57	-0.59	-0.86
157313	0.58	0.51	0.47
157378	0.52	0.69	0.81
157506	-0.07	-0.18	-0.03
157567	0.4	0.69	0.25
157570	0.6	0.15	0.09
157574	-0.44	-0.9	-0.46
157638	-0.12	-0.29	-0.28
157657	0.13	0.09	-0.12
157680	0.18	0.18	0.19
157695	-0.15	-0.18	-0.48
157697	-0.11	0	-0.18
157724	-0.33	-0.4	-0.73
157753	-0.74	-0.41	-0.18
157769	0.7	0.85	0.82
157773	-0.26	-0.41	-0.3
157777	-0.27	-0.15	0.05
157807	-0.18	-0.19	-0.21
157855	-0.6	-1.53	-0.86
157869	-0.58	-0.76	-1.48
157922	0.65	0.69	0.43
158038	-1.16	-0.76	-0.35
158046	-1.16	-0.9	-0.97
158056	-0.21	-0.26	-0.22
158062	-1.63	-1.03	-1.48
158067	-1.16	-0.9	-0.86
158131	-1.63	-1.53	-1.48
158135	-0.27	-0.23	0.15
158158	-0.28	-0.06	-1.48
158219	1.05	0.62	1.11
158234	-0.04	0.15	0.01
158248	-0.42	-0.51	-0.61
158297	-1.63	-1.53	-1.48
158326	-0.92	-1.03	-0.78
158358	0.44	0.23	0.07
158399	-1.04	-0.76	-0.86
158401	-1.04	-0.76	-0.97
158427	0.23	0.51	0.46
158471	1.04	0.06	0.88
158586	0	-0.14	-0.11
158724	-1.63	-1.53	-1.48
158747	0.43	0.34	0.06
158763	-1.63	-1.53	-1.48
158787	-0.52	-0.44	-0.44
158798	-1.16	-0.82	-0.97
158830	-1.63	-1.53	-1.48
158833	-1.63	-1.53	-1.48
158835	-0.43	-0.66	-0.36
158866	-0.92	-0.47	-0.36
158880	-0.92	-1.53	-1.48
158931	-0.33	-0.9	-1.48
159013	0.41	0.49	0.28
159090	-0.01	-0.08	-0.15
159195	0.07	-0.08	0.06
159296	-1.63	-1.53	-1.48
159371	0.43	0.08	-0.04
159686	-0.81	-0.9	-0.69
159963	-0.76	-0.82	-1.48
160065	-0.84	-0.9	-1.48
160140	-0.32	-0.52	-0.49
160298	-1.16	-1.53	-1.48
160335	-0.74	-0.34	-0.5
160364	-0.63	-0.76	-0.69
160418	1.04	0.7	0.62
160419	-1.63	-1.53	-1.48
160428	0.91	0.81	-0.2
160492	-0.92	-1.53	-0.78
160518	0.36	0.28	0.53
160622	-0.35	-0.11	0
160728	-0.72	-0.52	-0.56
160760	0.43	0.13	0.28
160762	-0.44	-0.37	-0.37
160777	-0.54	-0.48	-0.52
160851	-0.23	-0.36	-0.25
160857	0.13	-0.05	-0.03
160897	0.8	0.69	0.67
161003	-0.69	-0.66	-0.97
161142	-1.04	-1.53	-0.97
161145	-0.03	0.23	-0.28
161176	0.74	1.05	0.86
161198	-1.16	-1.53	-1.48
161247	-1.63	-1.53	-1.48
161253	-1.16	-0.9	-0.78
161291	-1.63	-1.53	-1.48
161357	0.29	-0.25	-0.45
161394	-0.48	-0.44	-0.41
161424	0.37	0.58	0.83
161436	-0.15	-0.28	0.44
161497	-0.81	-0.72	-0.78
161502	-0.84	-1.53	-0.97
161514	-1.04	-1.53	-0.97
161582	-0.39	-0.35	-1.48
161725	-0.98	-0.76	-0.5
161742	1.79	1.53	1.22
161753	-0.29	-0.33	-0.78
161823	-0.09	-0.01	-0.13
161829	-0.15	-0.21	-0.35
161835	-0.54	-0.72	-0.69
161882	-0.26	-0.17	-0.14
161931	-1.63	-1.53	-1.48
162073	1.57	1.18	1.29
162239	-0.15	-0.1	-0.11
162333	-0.78	-0.63	-0.97
162387	-1.63	-1.53	-1.48
162394	-0.81	-0.9	-0.97
162417	-1.63	-1.53	-1.48
162466	-0.31	-0.31	-0.23
162494	-0.39	-0.46	-0.4
162514	-0.38	-0.38	-0.73
162515	-0.92	-1.03	0.21
162517	-0.98	-1.03	-1.48
162540	-1.63	-1.53	-1.48
162605	-0.92	-0.68	-0.97
162655	0.5	0.32	0.24
162681	0.68	0.3	0.54
162979	-0.55	-0.52	-0.57
162989	-0.15	-0.08	-0.15
162993	-0.15	-0.16	-0.19
163033	-0.04	-0.16	-0.1
163049	-0.49	-0.38	-0.51
163059	0.32	0.09	0.36
163081	-0.31	-0.31	-0.4
163087	-0.12	-0.16	-0.27
163126	-0.34	0.19	0.23
163131	0.05	0.01	-0.07
163154	-0.44	-0.44	-0.51
163175	1.86	2.04	-0.73
163183	-0.49	-0.61	-0.86
163223	-0.22	-0.22	-0.14
163259	-0.07	-0.03	-0.25
163351	-0.12	-0.11	-0.06
163404	-0.1	-0.39	-0.86
163479	-0.48	-0.72	-0.61
163486	0.92	0.2	0.05
163589	-0.98	-0.56	-0.49
163590	1.54	1.33	1.16
163702	-0.51	-0.82	-0.97
163732	-1.63	-1.53	-1.48
163747	-1.63	-1.53	-1.48
163782	0.25	-0.4	-0.78
163786	0.3	0.09	0.17
163859	0.3	0.2	0.22
163882	0.36	0.1	0.05
163933	-1.16	-0.82	-1.48
164045	-0.72	-0.68	-0.59
164091	-0.21	-0.19	0.09
164118	-1.63	-1.03	-1.48
164127	-1.63	-1.53	-1.48
164153	-1.63	-1.53	-1.48
164312	-0.72	-0.68	-0.69
164395	-0.76	-0.72	-0.86
164592	-0.42	-0.49	-0.56
164633	-0.84	-0.9	-0.97
164656	-0.84	-1.53	-1.48
164684	-1.63	-1.53	-1.48
164714	-1.63	-1.03	-0.97
164832	-0.13	-0.33	-0.78
165055	-0.21	-0.22	-0.13
165082	-1.63	-1.53	-1.48
165215	0.8	-0.03	0
165257	-1.63	-1.53	-0.69
165324	0.25	0.15	0.06
165530	-1.16	-1.53	-1.48
165545	-0.19	-0.24	-0.22
165679	-1.63	-1.53	-1.48
165721	-0.92	-1.53	-1.48
165829	-0.81	-0.68	-1.48
165904	-0.76	-0.76	-1.48
165918	0.73	0.66	0.39
166012	-1.04	-1.03	-1.48
166336	-0.08	0.2	0.05
166348	-0.66	-0.54	-0.66
166378	0.31	0.23	0.13
166379	0.14	0.09	0.01
166614	0.54	0.72	-0.14
166647	0.51	0.54	0.54
166655	-1.63	-1.53	-1.48
166752	-1.16	-1.53	-1.48
166785	-0.2	-0.07	-0.05
166793	-0.14	-0.17	-0.18
166815	0.26	0.08	0.03
166824	-0.56	-0.4	-0.39
166863	-0.88	-1.53	-1.48
166929	-0.02	0	0.64
166968	0.06	0.05	0.09
166979	-1.16	-1.03	-0.69
167227	0.73	0.34	0.53
167359	-0.29	-0.4	-0.33
167410	-0.55	-0.58	-0.63
167465	-1.63	-1.53	-1.48
167555	-0.17	-0.11	-0.34
167681	-0.71	-0.61	-0.86
167691	0.03	-0.17	-0.03
167826	-0.88	-1.53	-1.48
167838	-0.48	-0.76	-0.48
168002	-0.39	-0.39	-0.25
168090	-0.31	-0.35	-0.57
168391	-1.63	-1.53	-1.48
168433	-1.63	-1.53	-1.48
168455	0.35	0.21	0.11
168507	-0.68	-0.45	-0.73
168537	-1.63	-1.53	-1.48
168544	-0.23	-0.3	-0.33
168620	-0.84	-0.82	-0.86
168667	-0.23	-1.53	-0.32
168850	0.13	0.01	-0.01
168975	-1.63	-1.53	-1.48
169026	-0.74	-1.53	-1.48
169044	-0.48	-0.58	-0.45
169166	-0.5	-0.59	-0.86
169200	0.06	0.16	0.11
169355	-0.64	-1.03	-0.63
169436	-0.92	-0.82	-0.61
169522	-1.63	-1.53	-1.48
169611	-0.31	-0.36	-0.63
169693	-0.71	-1.53	-0.97
169714	0.44	0.34	0.29
169792	-0.13	-0.48	-0.17
169841	-0.18	-0.19	-0.21
170063	-1.16	-1.03	-1.48
170082	-0.16	-0.04	-0.16
170261	-1.63	-1.53	-0.86
170302	-0.81	-0.49	-1.48
170370	-1.63	-1.53	-1.48
170384	0.57	0.57	0.38
170392	-0.38	-0.52	-0.69
170394	0.12	0.15	0.24
170463	0.44	0.71	0.87
170482	-1.63	-1.53	-0.97
170487	-0.55	-0.59	-0.78
170506	0.77	0.62	0.53
170575	-0.36	-0.72	-0.97
170589	-0.92	-0.76	-0.61
170591	-1.63	-1.53	-1.48
170680	-0.55	-0.58	-0.73
170689	-0.78	-0.63	-0.56
170690	-1.16	-1.53	-1.48
170691	-0.72	-0.41	-0.66
170692	-1.63	-1.53	-1.48
170825	-1.63	-1.53	-1.48
170850	-1.63	-1.53	-1.48
170954	1.49	1.78	1.6
170961	0.13	0.23	0.32
171017	0.59	0.51	0.74
171019	-1.63	-1.53	-1.48
171023	0.98	0.87	0.83
171024	-0.4	-0.56	-0.1
171169	-1.63	-1.53	-0.63
171177	-0.92	-0.5	-0.97
171389	-0.69	-0.63	-0.78
171425	0.51	0	0.29
171546	1.93	1.83	1.8
171558	-0.49	-0.36	-0.35
171568	0.78	1.02	1.47
171586	-0.21	-0.25	-0.59
192111	0.93	0.79	1.04
192134	-1.04	-0.9	-1.48
192286	0.4	1.12	1.18
192666	-1.63	-1.53	-1.48
192668	-0.78	-0.49	-1.48
192669	0.33	0.27	0.41
192670	-0.37	-0.34	-0.31
192683	0.75	0.71	0.11
195814	-1.63	-1.53	-1.48
195827	-0.01	-0.05	0.49
195828	0.47	0.31	0.3
195977	-1.63	-1.03	-1.48
196051	-1.63	-1.53	-1.48
196074	-0.01	0.04	-0.18
196264	0.09	-0.4	-0.36
196294	1.86	1.7	2.11
196335	-1.63	-1.53	-1.48
196374	-1.63	-1.53	-1.48
196383	0.37	0.43	1.21
196385	-0.51	-0.52	-0.66
196394	0.32	0.49	0.17
196403	0.91	0.46	0.46
196410	-0.66	-0.63	-0.46
196441	1.02	0.44	0.44
196446	-0.74	-0.76	-0.78
196463	1.15	1.12	1.26
196477	-1.63	-1.53	-1.48
196483	0.65	0.5	1.01
196500	-0.81	-1.03	-0.97
196513	-0.2	-0.14	-0.21
196527	1.29	1.29	1.21
196528	0.36	0.35	0.38
196541	-0.92	-1.03	-0.86
196740	-0.98	-1.53	-1.48
196743	-0.16	-0.13	-0.1
196883	-1.16	-1.53	-1.48
196951	-0.84	-1.53	-0.86
196996	-0.5	-0.37	-0.42
197021	-0.58	-0.22	-0.78
197131	0.51	0.23	0.21
197135	-1.04	-1.03	-1.48
197257	-0.3	-0.48	-0.63
197258	-0.18	0.06	-0.12
197259	0.45	0.61	0.92
197320	0.36	-0.01	0.1
197322	-0.19	-0.09	0.11
197335	0.32	0.16	0.4
197342	0.48	0.3	0.2
197350	-1.63	-1.53	-1.48
197358	-0.08	-0.06	0.2
197370	1.3	1.46	2.01
197407	0.1	0.13	0.27
198437	-0.92	-1.53	-0.73
199221	0.56	0.2	0.46
199223	-0.78	-1.53	-0.97
199675	-1.16	-1.53	-1.48
199692	0.18	0.37	-0.1
199699	-0.36	-0.14	-0.08
199704	-0.01	-0.07	-0.16
199720	-0.29	-0.23	-0.26
199731	2.27	2.47	0.04
199786	-0.26	-0.3	-0.22
199857	0.85	0.75	0.38
199870	0.31	0.7	0.6
199953	0.35	0.29	0.52
199990	0.03	0.31	0.44
200008	-1.63	-1.53	-1.48
200010	-1.63	-1.53	-1.48
200014	0.35	0.62	0.58
200035	-0.34	-0.38	-0.21
200081	0.63	0.98	0.94
200132	-1.63	-1.53	-1.48
200150	-0.41	-0.35	-0.66
200159	-0.84	-1.03	-0.86
200162	-1.63	-1.53	-1.48
200172	-1.63	-1.03	-1.48
200185	1.09	1.05	1.33
200186	0.49	0.53	0.59
200205	-0.15	-0.09	-0.01
200312	0.36	0.59	0.35
200373	-1.63	-1.53	-1.48
200403	-1.63	-1.53	-1.48
200407	-0.62	-0.82	-0.69
200424	0.62	0.52	0.34
200504	-1.63	-1.53	-1.48
200523	-1.63	-1.53	-1.48
200539	-0.22	-0.23	-0.28
200558	-0.07	-0.02	-0.1
200576	0.58	0.21	0.23
200634	-0.31	-0.3	-0.38
200728	0.32	0.16	0.32
200734	0.9	0.74	0.67
200844	-0.18	-0.63	-0.27
200845	0.48	0.03	0.19
200879	-0.68	-0.61	-0.44
200894	0.19	0.1	-0.05
200931	-1.16	-1.53	-1.48
200933	0.26	0.18	-0.01
200942	-0.22	-0.29	-0.27
200958	-1.63	-1.53	-1.48
200959	-1.63	-1.53	-1.48
201134	-0.19	-0.3	-0.34
201140	-1.16	-0.76	-1.48
201161	0.02	0.12	0.59
201163	0.81	0.6	0.65
201176	-0.24	-0.37	-0.41
201191	-0.05	0.42	-0.13
201229	0.53	0.37	1.05
201232	-0.81	-1.03	0.72
201255	0.35	0.35	0.17
201266	0.56	0.3	0.92
201292	-0.04	-0.11	0.06
201294	-0.26	-0.12	-0.06
201299	0.88	0.16	0.17
201305	-0.66	-0.76	-0.43
201456	-1.16	-0.72	-0.78
201475	1.18	1.21	0.86
201501	-0.71	-0.68	-0.48
201562	1.19	0.83	0.8
201595	1.84	1.51	1.25
201625	-0.88	-0.9	-0.86
201626	0.41	0.32	0.23
201627	0.23	0.15	0.01
201633	-0.6	-0.56	-0.78
201725	0.97	0.86	0.64
201780	-1.63	-1.03	-0.97
201798	-0.61	-0.68	-0.78
201799	-0.45	-0.59	-0.51
201895	1.22	1.09	1.27
201931	0.21	0.45	0.98
201965	0.48	0.61	0.85
201973	-0.17	-0.07	-0.13
202018	1.07	0.71	0.26
202051	0.02	0.01	0.35
202052	0.73	0.47	0.19
202151	-1.16	-1.53	-0.73
202243	-0.68	-0.76	-0.86
202309	-1.63	-1.53	-1.48
202374	-0.35	-0.21	-0.63
202500	-1.63	-1.53	-1.48
202559	-0.29	-0.26	-0.28
202915	-0.92	-0.82	-0.97
203054	-0.03	0.12	0.5
203068	2.61	2.66	2.56
203074	-0.78	-0.82	-0.97
203076	-1.16	-1.03	-0.86
203100	-0.53	-0.3	-0.37
203102	-0.88	-0.52	-1.48
203111	-0.68	-0.56	-0.66
203190	-0.71	-1.03	-1.48
203238	-0.41	-0.42	-0.39
203245	-0.19	-0.1	-0.09
203259	0.23	0.43	-0.02
203260	0.42	0.56	1.21
203286	-0.27	-0.13	-0.2
203328	-1.04	-1.53	-0.97
203427	-0.2	-0.19	0.07
203447	-0.78	-0.43	-0.34
203523	0.17	0.04	-0.12
203859	-1.63	-1.53	-1.48
204219	-0.72	-0.66	-0.69
204474	-1.63	-1.53	-1.48
204851	1.24	0.92	0.77
204962	-0.76	-0.76	-0.47
205147	-1.63	-1.53	-1.48
205327	0.42	0.05	0.08
205428	0.17	-0.16	-0.04
205564	0.91	0.65	0.58
205717	0.47	0.22	0.25
205860	-0.74	-0.82	-0.86
206338	-1.04	-1.53	-0.86
206358	0.51	0.21	0.15
206412	-1.63	-1.53	-1.48
219285	0.22	0.4	0.31
219287	-1.63	-1.53	-1.48
219333	0.57	0.48	0.61
219402	0.03	0.06	0.02
219409	-1.63	-1.53	-1.48
219417	-1.63	-1.53	-1.48
219428	-1.63	-1.53	-1.48
219429	-1.63	-1.53	-1.48
219431	-1.63	-1.53	-1.48
219432	-1.63	-1.53	-1.48
219436	-1.63	-1.53	-1.48
219437	-1.63	-1.53	-1.48
219438	-1.63	-1.53	-1.48
219447	-1.63	-1.53	-1.48
219453	-1.63	-1.53	-1.48
219464	-1.63	-1.53	-1.48
219469	-1.63	-1.53	-1.48
219473	-1.63	-1.53	-1.48
219479	-1.63	-1.53	-1.48
219482	-1.63	-1.53	-1.48
219484	-1.63	-1.53	-1.48
219487	-1.63	-1.53	-1.48
219493	-1.63	-1.53	-1.48
219527	-1.16	-1.53	-1.48
219537	-1.63	-0.9	-1.48
219539	-0.35	-0.42	-0.39
219541	0.74	0.76	0.48
219578	-1.63	-1.53	-1.48
219623	-1.63	-1.53	-1.48
219654	1.57	1.62	1.31
219670	-0.62	-0.82	-0.69
219681	-1.63	-1.53	-0.63
219699	1.27	0.6	1.63
219736	-0.78	-0.76	-0.73
219743	0.2	0.43	0.42
219749	0.25	0.17	0.12
219770	-0.71	-0.76	-0.97
219771	1.4	1.08	1.23
219790	0.04	-0.07	-0.4
219793	-0.48	-0.48	-0.38
219844	0.52	0.17	0.06
219854	0.24	0.3	0.34
219855	0.45	0.01	-0.19
219858	-1.63	-1.53	-1.48
219865	-1.63	-1.53	-1.48
219870	-1.63	-1.53	-1.48
219873	-1.63	-1.53	-1.48
219875	-1.63	-1.53	-1.48
219899	0.06	0.23	0.12
219902	-0.12	-0.72	-0.73
219927	1.31	1.4	1.57
219931	0.19	0.38	0.28
219938	-1.16	-0.76	-1.48
219954	-1.63	-1.53	-1.48
219956	-1.63	-1.53	-1.48
219957	-1.63	-1.53	-1.48
219959	-1.63	-1.53	-1.48
219960	-1.63	-1.53	-1.48
219965	-1.63	-1.53	-1.48
219968	-1.63	-1.03	-1.48
219972	-0.68	-0.46	-0.78
219982	-1.63	-1.53	-1.48
219983	-1.63	-1.53	-1.48
219986	-1.63	-1.53	-1.48
219988	0.51	0.48	0.44
219990	-1.16	-1.53	-1.48
219995	-1.04	-1.03	-1.48
220001	-0.72	-0.61	-0.53
220002	0.27	0.57	0.29
220004	-0.76	-0.9	-0.86
220032	-1.63	-1.53	-1.48
220042	0.47	0.22	0.26
220047	-0.92	-0.9	-1.48
220074	-0.37	-0.39	-0.36
220081	-1.63	-1.53	-1.48
220082	-1.63	-1.53	-1.48
220107	-1.63	-1.53	-1.48
220108	-0.16	-0.28	-0.55
220134	0.7	0.71	1.15
220136	-0.54	-0.48	-0.01
220164	-0.26	-0.3	-0.69
220202	-1.63	-1.53	-1.48
220213	0.1	0.19	0.13
220296	-1.04	-1.53	-1.48
220323	1.5	1.73	2.31
220359	-0.4	-0.41	-0.34
220382	-0.78	-0.66	-0.59
220388	-0.58	-0.82	-0.69
220416	-0.92	-1.03	-1.48
220441	-0.5	-0.61	-0.33
220929	-0.26	-0.25	-0.38
220963	-0.43	-0.68	-0.78
220965	-0.69	-0.9	-0.4
220972	1.19	1.18	0.69
221002	-0.78	-0.9	-0.78
221035	1.27	1.24	1.2
221037	0.97	0.58	0.83
221044	-1.63	-1.53	-1.48
221061	0.85	0.41	1.05
221074	-1.63	-1.53	-0.86
221078	-0.14	-0.09	-0.23
221079	0.1	0.07	0.01
221091	-0.44	-0.29	-0.37
221092	1.42	1.51	1.17
221120	0.82	0.8	0.91
221143	0.68	0.92	1.64
221150	0.41	0.24	0.29
221154	0.76	0.78	0.48
221178	0.63	0.83	0.23
221184	0.04	0.48	0.56
221188	-1.63	-1.53	-0.78
221191	-1.63	-1.53	-1.48
221223	-1.63	-1.53	-1.48
221264	-0.54	-0.48	-0.69
221294	0.23	0.14	0.11
221303	-1.63	-1.53	-1.48
221322	-0.08	-0.09	-0.15
221336	0.18	0.01	0.06
221357	0.3	-0.28	0.22
221391	-1.63	-1.03	-1.48
221393	-0.71	-0.82	-1.48
221395	-0.59	-0.72	-0.52
221400	-0.98	-0.66	-1.48
221409	-0.6	-0.66	-1.48
221421	-0.55	-0.55	-0.35
221424	-0.33	-0.31	-0.27
221443	0.13	0.44	0.39
221458	-0.6	-0.51	-0.42
221468	-1.16	-0.9	-1.48
221472	-1.16	-1.53	-1.48
221476	-0.84	-1.03	-0.42
221477	1.33	1.51	1.37
221481	-1.63	-1.53	-1.48
221496	0.7	0.63	0.79
221504	0.01	0.05	0.03
221527	-0.09	0.16	0.11
221545	0.34	0.28	0.38
221613	-0.59	-0.47	-0.39
221662	-1.63	-1.03	-1.48
221687	-0.34	-0.15	-0.22
221692	-0.05	1.37	-0.43
221710	0.11	0.22	0.03
221711	-1.63	-1.53	-1.48
221749	0.08	1.34	0.09
221785	-0.09	-0.03	-0.1
221806	-1.63	-1.53	-1.48
221823	-1.63	-1.03	-0.97
221830	0.59	0.32	0.44
221833	-0.6	-0.35	-0.41
221895	-0.09	-0.17	-0.42
221908	0.8	0.81	1.18
221914	-0.58	-0.4	-0.73
221927	0.03	0.17	0.12
221935	-0.98	-0.9	0.13
221937	0.42	0.43	0.66
221938	-0.71	-0.82	-0.97
221955	0.06	0.05	0.09
221981	-0.07	-0.4	-0.3
222008	0.16	-0.44	-0.97
222068	1.19	1.22	1.03
222171	-0.6	-0.55	-0.41
222194	0.54	0.12	0.36
222223	0.27	-0.22	-0.13
222229	0.42	0.62	0.98
222234	-0.19	-0.21	-0.26
222235	-0.81	-0.49	-0.38
222236	-0.21	-0.09	-0.26
222255	0.02	-0.1	-0.12
222256	-1.04	-1.53	-1.48
222389	-0.84	-1.03	-0.24
222484	-0.13	-0.08	-0.1
222487	-1.63	-0.9	-1.48
222537	-1.04	-0.43	-0.97
222545	-1.63	-1.53	-1.48
222546	-1.63	-1.53	-1.48
222553	1.8	1.74	-0.69
222584	-1.63	-1.53	-1.48
222611	-0.61	-0.5	-1.48
222642	-0.92	-1.53	-1.48
222643	-0.98	-1.03	-1.48
222658	0.88	1.21	0.81
222662	-1.16	-1.03	-1.48
222663	-0.34	1.05	-0.48
222698	-1.16	-0.72	-0.56
222826	-0.78	-0.9	-0.97
