gene	GSM2157516	GSM2157515	GSM2157514	GSM2157513
126353	-0.88	-0.81	-0.82	-0.78
126364	-1.49	-0.81	-1.38	-1.42
126370	-1.49	-1.34	-1.38	-1.42
126374	0.52	0.41	0.33	0.52
126382	0.38	0.18	0.08	0.23
126393	-0.11	-0.06	-0.03	0.03
126402	-1.49	-1.34	-1.38	-1.42
126410	-0.36	-1.34	-0.63	-0.9
126432	-0.52	-0.61	-0.61	-0.72
126433	-1.49	-1.34	-1.38	-1.42
126520	-0.73	-0.81	-1.38	-0.9
126526	0.07	0.11	0.05	0.1
126549	0.1	-0.18	-0.17	-0.06
126567	-0.88	-0.85	-0.75	-1.42
126626	1.28	1.34	1.46	1.23
126637	-1.49	-1.34	-1.38	-1.42
126638	-1.49	-1.34	-1.38	-1.42
126669	-0.99	-0.75	-0.57	-0.61
126695	-0.18	-0.42	-0.36	-0.34
126731	-0.03	-0.21	-0.15	-0.09
126755	-1.49	-1.34	-1.38	-1.42
126767	-1.49	-1.34	-1.38	-1.42
126789	0	-0.14	-0.03	0.03
126792	-0.07	-0.1	-0.13	-0.1
126820	-0.88	-1.34	-0.61	-0.9
126823	-1.49	-1.34	-1.38	-1.42
126859	-0.77	-1.34	-0.78	-0.9
126868	-1.49	-0.85	-1.38	-1.42
126917	1.13	1.23	0.86	0.93
126961	0.24	0.55	0.68	0.42
126969	-0.57	-0.47	-0.65	-0.68
127002	-0.05	-0.16	0	0.13
127003	-0.82	-1.34	-0.82	-1.42
127018	-0.36	-0.44	-0.39	-0.3
127059	-1.49	-1.34	-1.38	-1.42
127062	-1.49	-1.34	-1.38	-1.42
127066	-1.49	-1.34	-1.38	-1.42
127074	-1.49	-1.34	-1.38	-1.42
127124	-1.49	-0.67	-1.38	-1.42
127247	-0.99	-1.34	-1.38	-0.9
127253	-0.21	-0.2	-0.08	-0.14
127254	-1.49	-1.34	-1.38	-1.42
127255	-0.48	-0.42	-0.48	-0.46
127262	0.62	0.49	0.48	0.45
127281	-0.22	-0.43	-0.41	-0.28
127294	-0.99	-1.34	-1.38	-0.9
127343	-0.58	-0.72	-0.23	-0.19
127385	-1.49	-1.34	-1.38	-1.42
127391	-1.49	-1.34	-1.38	-1.42
127428	0.12	0.09	0.19	0.16
127435	-0.51	-0.1	-0.57	-0.55
127495	-0.46	-0.52	-0.5	-0.46
127534	0.76	0.31	0.18	0.27
127540	-1.49	-1.34	-1.38	-1.42
127544	1.19	1.44	1.26	1.33
127550	-0.63	-0.54	-0.51	-0.57
127579	-0.82	-1.34	-0.72	-0.72
127602	-0.57	-0.63	-0.43	-0.49
127623	-1.49	-1.34	-1.38	-1.42
127665	-1.49	-1.34	-1.38	-1.42
127670	-0.7	-0.78	-0.59	-0.72
127700	-0.06	-0.22	-0.05	-0.05
127703	-0.21	-0.19	0.02	0.13
127707	-0.15	-0.25	-0.29	-0.33
127731	-0.99	-1.34	-1.38	-1.42
127733	-1.49	-1.34	-1.38	-1.42
127795	-1.49	-1.34	-1.38	-1.42
127829	0.6	0.46	0.54	0.72
127833	-0.7	-0.78	-1.38	-0.9
127845	-1.49	-1.34	-1.38	-1.42
127933	1.37	1.52	1.36	1.21
127943	-0.37	-0.67	-0.5	-0.46
128025	-1.49	-1.34	-1.38	-1.42
128061	0.79	0.72	0.61	0.58
128077	0.37	0.87	0.98	0.88
128153	-0.73	-0.81	-0.68	-0.72
128178	-0.88	-0.75	-1.38	-1.42
128209	-1.49	-1.34	-1.38	-1.42
128218	-0.1	-0.21	-0.42	-0.34
128229	-0.49	-0.75	-0.54	-0.61
128239	0.84	0.66	1.01	1.08
128272	0.28	0.35	0.2	0.29
128308	-0.03	-0.06	-0.16	-0.1
128312	-1.49	-1.34	-0.89	-1.42
128338	-0.03	0.02	0.22	0.09
128344	-1.49	-1.34	-1.38	-1.42
128346	-0.82	-1.34	-1.38	-0.72
128366	-1.49	-1.34	-1.38	-1.42
128367	-1.49	-1.34	-1.38	-1.42
128368	-1.49	-1.34	-1.38	-1.42
128371	-1.49	-1.34	-1.38	-1.42
128372	-1.49	-1.34	-1.38	-1.42
128387	-0.35	-0.22	-0.43	-0.33
128408	-1.49	-1.34	-1.38	-1.42
128414	-0.45	-0.48	-1.38	-0.9
128434	-1.49	-1.34	-1.38	-1.42
128486	0.08	0.13	0.23	0.26
128497	-0.88	-1.34	-0.75	-1.42
128506	-0.63	-0.56	-0.52	-0.68
128553	-0.51	-0.43	-0.48	-0.59
128602	-1.49	-1.34	-1.38	-1.42
128611	-1.49	-1.34	-1.38	-1.42
128637	1.05	1.18	1.16	1.26
128653	-1.49	-1.34	-0.7	-1.42
128674	-0.57	-0.61	-0.78	-0.57
128710	-0.03	0.03	0.21	0.09
128817	-1.49	-1.34	-1.38	-0.68
128821	-0.99	-0.72	-1.38	-1.42
128853	-0.77	-0.67	-0.43	-0.36
128859	-1.49	-1.34	-1.38	-0.9
128861	-1.49	-1.34	-1.38	-1.42
128866	1.37	1.42	1.39	1.61
128869	0.38	0.26	0.64	0.49
128876	-0.37	-0.61	-0.55	-0.55
128989	-0.11	-0.1	-0.12	-0.13
129049	-0.77	-0.51	-0.54	-0.51
129080	-0.82	-0.81	-0.85	-0.64
129138	0.13	0.05	0.22	0.34
129285	0.42	0.21	0.31	0.38
129303	0.08	-0.1	-0.06	0.09
129401	0.3	0.32	0.6	0.52
129446	-1.49	-1.34	-1.38	-1.42
129450	-0.06	-0.01	0.1	0.03
129521	-1.49	-1.34	-1.38	-1.42
129530	-1.49	-1.34	-0.62	-0.9
129531	0.02	0.15	0.14	-0.01
129563	0.11	0.13	-0.02	0.07
129607	-0.58	-0.36	-0.66	-0.59
129642	-0.21	-0.25	-0.21	-0.23
129684	-0.7	-1.34	-0.7	-0.61
129685	0.07	-0.01	0.16	0.18
129804	-0.42	-0.05	-0.4	-0.35
129807	-1.49	-1.34	-1.38	-1.42
129831	0.57	0.52	0.49	0.56
129852	-1.49	-1.34	-0.78	-1.42
129880	-0.2	-0.25	-0.03	-0.11
129881	-0.36	-0.33	-0.31	-0.41
130013	-0.65	-0.69	-0.7	-0.68
130026	-0.38	-0.52	-0.89	-0.61
130074	1.86	1.82	1.91	1.9
130075	-1.49	-1.34	-1.38	-1.42
130106	-1.49	-1.34	-1.38	-1.42
130120	-1.49	-1.34	-1.38	-1.42
130132	-0.46	-0.85	-0.61	-0.45
130162	-0.82	-0.78	-0.82	-0.55
130271	-0.04	0.53	0.24	0.05
130340	-0.03	0	-0.06	-0.12
130355	-0.31	-0.43	-0.31	-0.36
130367	-0.17	-0.37	-0.49	-0.5
130399	-0.88	-0.67	-1.38	-0.78
130497	0.04	0.17	0.07	0.29
130502	-0.16	-0.32	-0.18	-0.27
130507	0.92	1.33	1.35	1.11
130535	0.01	-0.08	0.02	-0.01
130540	-0.38	-0.56	-0.51	-0.47
130557	0.42	0.29	0.26	0.33
130560	-1.49	-1.34	-1.38	-1.42
130574	-0.48	-0.54	-0.29	-0.26
130576	-0.14	-0.5	-0.36	-0.47
130589	-0.05	-0.05	0.08	0.02
130612	-0.39	-0.54	-0.46	-0.38
130617	-0.15	-0.22	-0.26	-0.15
130733	-1.49	-1.34	-1.38	-1.42
130752	-0.73	-1.34	-0.75	-1.42
130813	-0.55	-0.69	-0.61	-0.61
130814	0.03	-0.03	-0.06	-0.04
130827	-0.88	-0.85	-0.7	-1.42
130888	-0.21	-0.17	-0.2	-0.25
130916	-0.04	0.41	-0.09	0.03
130940	-0.52	-0.5	-0.47	-0.61
130951	-0.26	-0.78	-0.33	-0.32
131034	-1.49	-1.34	-1.38	-0.9
131076	0.14	0.06	0.34	0.29
131096	-1.49	-1.34	-1.38	-1.42
131118	-0.01	-0.08	0.05	0.04
131149	-1.49	-1.34	-1.38	-1.42
131177	-1.49	-1.34	-1.38	-1.42
131368	-1.49	-1.34	-1.38	-1.42
131375	-1.49	-1.34	-1.38	-1.42
131377	-1.49	-0.75	-1.38	-1.42
131405	-0.57	-0.18	-0.02	-0.02
131408	-0.99	-1.34	-0.75	-0.68
131450	-0.7	-0.51	-0.72	-1.42
131474	0.58	0.28	0.6	0.69
131540	-0.99	-1.34	-1.38	-1.42
131544	0.05	-0.03	0.1	0.02
131566	2.27	1.78	2.25	2.11
131578	-0.73	-0.6	0.42	0.31
131583	-0.23	-0.04	-0.29	-0.28
131601	1.12	1.04	0.15	0.3
131616	-0.33	-0.44	-0.29	-0.35
131669	-1.49	-1.34	-0.54	-0.68
131831	-0.82	-1.34	-0.75	-0.72
131870	-0.27	-0.42	-0.49	-0.34
131873	-1.49	-1.34	-1.38	-1.42
131920	-0.99	-0.78	-1.38	-1.42
131965	0.17	0.5	0.33	0.29
132001	0.25	0.09	0.31	0.31
132014	0.09	-0.13	-0.26	-0.25
132112	-1.49	-1.34	-1.38	-1.42
132141	-0.99	-1.34	-1.38	-0.9
132158	-0.33	-0.42	-0.41	-0.41
132160	0.01	0.06	0.11	0.29
132203	-1.49	-1.34	-1.38	-1.42
132204	-0.88	-1.34	-1.38	-1.42
132243	-1.49	-1.34	-0.68	-1.42
132299	0.32	0.04	-0.2	-0.18
132320	0.07	0.07	0.15	0.06
132321	-0.19	-0.16	-0.21	-0.24
132430	-0.99	-1.34	-0.35	-0.37
132612	-1.49	-1.34	-1.38	-1.42
132625	-1.49	-0.78	-1.38	-1.42
132660	0.89	0.59	0.85	0.69
132671	-1.49	-0.56	-0.66	-0.64
132789	0.54	0.34	0.29	0.22
132851	-1.49	-1.34	-1.38	-1.42
132864	0.02	0.34	-0.15	-0.23
132884	0.66	0.51	0.53	0.76
132946	-0.67	-0.81	-0.65	-0.9
132949	0.1	0.07	-0.03	0
132954	-1.49	-1.34	-1.38	-1.42
132989	-0.82	-1.34	-1.38	-0.78
133022	-0.99	-1.34	-0.78	-1.42
133060	-0.47	-0.38	-0.22	-0.24
133121	-0.88	-1.34	-1.38	-1.42
133308	-0.57	-0.6	-0.4	-0.46
133396	-0.88	-1.34	-1.38	-1.42
133418	0.54	0.9	0.91	0.78
133482	-1.49	-1.34	-1.38	-1.42
133491	-1.49	-1.34	-1.38	-1.42
133522	-0.23	-0.61	-0.39	-0.38
133558	-1.49	-1.34	-1.38	-1.42
133584	-1.49	-0.35	-0.68	-0.9
133619	0.6	0.72	0.76	0.81
133686	0.28	0.42	0.4	0.38
133688	-0.88	-1.34	-0.66	-0.9
133690	-0.7	-0.47	-1.38	-0.72
133746	0.57	0.7	0.74	0.56
133923	-0.99	-1.34	-1.38	-1.42
133957	0.68	0.89	0.91	0.78
134083	-1.49	-1.34	-1.38	-1.42
134111	-0.39	-0.53	-0.65	-0.72
134121	-0.57	-1.34	-0.65	-1.42
134145	-0.03	-0.08	-0.01	-0.01
134147	-0.46	-0.61	-0.28	-0.3
134187	-1.49	-1.34	-0.82	-1.42
134218	0.48	0.52	0.61	0.54
134265	-0.49	-1.34	-0.75	-0.78
134266	0.77	0.52	0.59	0.56
134285	0.13	-0.38	-0.47	-0.39
134288	-1.49	-1.34	-1.38	-1.42
134353	0.37	0.23	0.26	0.24
134359	0.12	0.22	0.34	0.28
134391	-0.61	-0.72	-0.65	-0.78
134429	0.32	0.87	1.32	1.21
134430	1.72	1.57	1.66	1.58
134492	1.2	1.07	1.21	1.24
134510	0.78	0.9	0.79	0.78
134526	-0.73	-0.78	-0.45	-0.46
134548	-0.99	-0.75	-0.68	-0.9
134549	0.02	0.07	-0.11	-0.01
134553	1.48	1.43	1.66	1.55
134637	-0.03	-0.18	-0.06	-0.14
134701	-1.49	-1.34	-1.38	-1.42
134728	-0.07	-0.06	0.06	0.09
134829	-0.88	-1.34	-1.38	-0.78
134860	-1.49	-1.34	-1.38	-1.42
134864	-1.49	-1.34	-1.38	-1.42
134957	0.64	0.47	0.46	0.48
135112	0.08	0.06	0.18	0.11
135114	-0.22	-0.32	-0.35	-0.36
135138	-0.55	-0.75	-0.68	-0.64
135152	-0.47	-0.38	-0.4	-0.49
135154	-0.08	0.13	-0.14	-0.12
135228	-0.29	-0.19	0.92	0.69
135293	-0.88	-0.67	-1.38	-0.78
135398	-0.31	-0.39	-0.35	-0.35
135458	-0.88	-1.34	-1.38	-1.42
135644	-0.99	-1.34	-1.38	-1.42
135892	-1.49	-1.34	-1.38	-1.42
135924	-1.49	-1.34	-1.38	-1.42
135932	-0.55	-0.55	-0.68	-0.68
135935	-0.88	-0.85	-1.38	-1.42
135941	-1.49	-1.34	-1.38	-1.42
135946	-1.49	-1.34	-1.38	-1.42
135948	-1.49	-1.34	-1.38	-1.42
136051	-0.57	-0.75	-0.5	-0.78
136227	-0.61	-0.78	-0.66	-0.57
136242	-0.88	-1.34	-1.38	-0.9
136259	-1.49	-1.34	-1.38	-1.42
136263	-0.54	-0.52	-0.49	-0.64
136288	-0.49	-0.56	-0.45	-0.64
136306	-0.82	-0.81	-0.85	-1.42
136319	2.25	2.29	2.37	2.18
136332	-1.49	-0.72	-0.59	-1.42
136371	-1.49	-1.34	-1.38	-1.42
136541	-1.49	-1.34	-1.38	-1.42
136647	0.03	-0.13	0.19	0.22
136853	-0.41	-0.5	-0.57	-0.57
136895	-0.61	-0.72	-0.45	-0.61
136991	-1.49	-1.34	-1.38	-1.42
137075	-0.32	-0.53	-0.62	-0.44
137362	-1.49	-1.34	-1.38	-1.42
137392	0.26	0.32	0.36	0.25
137492	0.88	1.08	0.8	0.73
137682	-0.23	-0.38	-0.19	-0.27
137695	0.17	0.11	0.04	0
137735	-1.49	-1.34	-1.38	-1.42
137814	-1.49	-1.34	-1.38	-1.42
137835	-0.57	-0.65	-0.7	-0.9
137868	-0.88	-1.34	-1.38	-1.42
137872	-0.88	-0.85	-0.63	-0.72
137886	0.13	0.28	0.07	0
137964	1.99	1.91	1.68	1.75
137970	-0.7	-0.63	-1.38	-1.42
137994	-0.25	-0.25	-0.28	-0.32
138046	-0.46	-0.65	-0.85	-0.78
138050	0.69	0.9	0.44	0.48
138065	-0.7	-1.34	-1.38	-0.78
138151	0.71	0.82	0.62	0.67
138162	-1.49	-1.34	-1.38	-1.42
138199	0.69	0.74	0.73	0.57
138241	0.32	0.48	0.46	0.32
138255	-1.49	-1.34	-1.38	-1.42
138307	-1.49	-1.34	-1.38	-1.42
138311	-0.11	-0.1	-0.08	-0.02
138428	0.04	-0.11	-0.15	-0.15
138429	-1.49	-0.75	-1.38	-0.72
138639	-0.06	0.06	-0.08	-0.11
138715	-0.73	-1.34	-0.63	-0.78
138716	-0.09	-0.22	-0.14	-0.03
138724	-0.88	-1.34	-0.58	-0.9
138802	-1.49	-1.34	-1.38	-1.42
138803	-1.49	-1.34	-1.38	-1.42
138805	-1.49	-1.34	-1.38	-1.42
138881	-1.49	-1.34	-1.38	-1.42
138882	-1.49	-1.34	-1.38	-1.42
138883	-1.49	-1.34	-1.38	-1.42
139065	-0.99	-1.34	-1.38	-1.42
139189	-1.49	-1.34	-0.46	-0.61
139212	-1.49	-1.34	-1.38	-1.42
139221	0.05	0.14	0.22	0.07
139231	0.66	0.64	0.68	0.54
139285	0.55	0.4	0.63	0.4
139322	0.22	0.15	0.2	0.09
139324	-0.7	-1.34	-0.42	-0.43
139341	0.7	0.75	0.64	0.52
139378	-1.49	-1.34	-1.38	-0.72
139411	-1.49	-1.34	-1.38	-1.42
139562	-1.49	-1.34	-1.38	-0.78
139596	0.25	0.17	0.18	0.05
139599	-1.49	-1.34	-1.38	-0.78
139604	-1.49	-1.34	-1.38	-1.42
139628	-1.49	-1.34	-1.38	-1.42
139716	-0.36	-0.56	-0.53	-0.9
139728	-0.7	-1.34	-1.38	-0.9
139735	-0.73	-0.75	-0.85	-0.72
139741	-1.49	-1.34	-1.38	-1.42
139760	-1.49	-1.34	-1.38	-1.42
139818	-0.44	0.1	0.16	0.05
139886	-0.05	0.03	-0.04	-0.18
140258	-1.49	-1.34	-1.38	-1.42
140456	-1.49	-1.34	-1.38	-1.42
140458	-0.58	-0.6	-0.61	-0.64
140459	0.55	0.46	0.62	0.82
140460	0.11	0.15	0.22	0.08
140461	0.37	0.36	0.33	0.29
140462	-1.49	-1.34	-1.38	-1.42
140465	-0.4	-0.55	-0.58	-0.44
140467	0.39	0.35	0.26	0.39
140469	-1.49	-0.63	-0.72	-0.64
140545	-0.39	-0.4	-0.68	-0.49
140576	1.58	0.42	0.37	0.42
140578	-1.49	-0.53	-1.38	-1.42
140609	1.48	1.65	1.43	1.21
140612	-0.28	-0.23	-0.15	-0.21
140625	-1.49	-1.34	-1.38	-1.42
140628	-0.73	-0.85	-1.38	-0.9
140679	-1.49	-1.34	-1.38	-1.42
140680	-0.88	-0.63	-1.38	-0.9
140683	-1.49	-1.34	-1.38	-1.42
140685	-0.33	-0.13	-0.25	-0.3
140687	-0.7	-0.75	-0.85	-0.9
140688	-0.29	-0.51	-0.26	-0.29
140689	-1.49	-1.34	-1.38	-1.42
140690	-0.6	-0.69	-0.75	-0.64
140691	-0.73	-0.85	-0.57	-0.59
140699	-0.52	-0.75	-0.45	-0.55
140700	0.13	-0.08	-0.11	-0.12
140701	-0.99	-0.85	-1.38	-1.42
140706	-1.49	-1.34	-1.38	-1.42
140707	1.3	1.01	1.3	1.31
140710	0.09	0.36	0.72	0.67
140711	-1.49	-1.34	-1.38	-1.42
140730	-0.99	-1.34	-0.68	-0.9
140731	-1.49	-1.34	-1.38	-1.42
140732	-1.49	-1.34	-1.38	-1.42
140733	-0.23	-0.3	-0.41	-0.44
140735	1.85	1.81	1.48	1.6
140738	-0.3	-0.31	-0.41	-0.33
140739	0.74	0.59	0.89	0.8
140766	-0.16	-0.25	0.41	0.55
140767	-1.49	-1.34	-1.38	-1.42
140775	0.84	0.91	0.95	0.86
140801	-1.49	-1.34	-1.38	-1.42
140803	-0.5	-0.18	-0.24	-0.33
140807	-1.49	-1.34	-1.38	-0.9
140809	0.72	0.58	0.88	0.81
140823	0.14	0	0.06	0.25
140825	-0.45	-0.67	-0.51	-0.39
140831	-0.23	-0.31	-0.21	-0.18
140836	-1.49	-1.34	-1.38	-1.42
140838	-0.24	-0.51	-0.4	-0.9
140856	-1.49	-1.34	-1.38	-1.42
140862	-0.61	-0.41	-0.47	-0.64
140873	-0.7	-0.59	-0.78	-0.57
140880	-1.49	-1.34	-1.38	-1.42
140881	-1.49	-1.34	-1.38	-1.42
140883	0.42	0.36	0.8	0.68
140885	-0.01	0.92	0.07	0.11
140886	-0.88	-1.34	-1.38	-0.9
140890	0.87	1.01	1.11	1.03
140893	-0.53	-0.63	-0.82	-0.72
140894	-0.38	-0.34	-0.33	-0.37
140901	0.62	0.53	0.84	0.87
140902	-0.99	-0.75	-0.82	-0.9
142678	0.13	0.14	0.09	0.14
142679	-0.09	-0.03	0.04	-0.03
142680	-1.49	-1.34	-1.38	-1.42
142685	-0.88	-1.34	-0.65	-0.9
142686	-0.88	-0.81	-0.68	-1.42
142689	-1.49	-1.34	-1.38	-1.42
142891	0.5	0.91	0.57	0.38
142940	0.29	0.14	0.24	0.26
143098	0.13	0.02	-0.13	-0.19
143187	0.54	0.6	0.32	0.37
143241	-1.49	-1.34	-1.38	-1.42
143279	-0.17	-0.17	-0.05	-0.12
143282	-0.3	-0.28	-0.33	-0.35
143379	-1.49	-1.34	-1.38	-1.42
143384	1.15	1.37	1.11	0.98
143425	-0.67	-1.34	-1.38	-0.9
143458	0.5	0.67	0.77	0.72
143471	-1.49	-1.34	-1.38	-1.42
143496	-1.49	-1.34	-1.38	-1.42
143502	-1.49	-1.34	-1.38	-1.42
143503	-1.49	-1.34	-1.38	-1.42
143570	-0.67	-0.78	-0.78	-0.9
143630	-1.49	-1.34	-1.38	-1.42
143662	-1.49	-0.57	-1.38	-1.42
143678	-0.57	-0.55	-0.55	-0.68
143684	0.49	0.57	0.8	0.55
143686	0.68	1.15	0.69	0.53
143689	-0.16	-0.31	-0.3	-0.32
143872	0.84	0.75	1.58	1.37
143879	-0.41	-0.36	-0.45	-0.43
143884	0.13	0.28	0.41	0.2
143888	0.34	0.68	0.6	0.37
143903	-0.2	0	-0.04	-0.06
143941	-0.42	-0.38	-1.38	-1.42
144100	0.76	0.71	0.28	0.44
144108	0.47	0.52	0.47	0.37
144110	-0.04	-0.18	-0.18	-0.16
144124	-1.49	-1.34	-1.38	-1.42
144125	-1.49	-1.34	-1.38	-1.42
144132	-0.58	-0.39	-0.61	-0.61
144165	-0.17	0	-0.11	-0.11
144193	-0.99	-0.63	-1.38	-0.72
144233	-0.17	-0.32	-0.14	-0.23
144321	-0.99	-1.34	-0.89	-0.9
144348	2.05	1.94	1.67	1.61
144402	0.84	0.45	1.21	1.1
144404	-0.21	-0.28	-0.23	-0.27
144406	-0.44	-0.51	-0.65	-0.57
144423	-0.67	-0.78	-1.38	-0.9
144453	-0.99	-0.78	-1.38	-1.42
144455	0.48	0.54	0.68	0.65
144501	0.76	0.56	0.4	0.52
144535	-0.63	-0.75	-0.58	-0.64
144577	0.11	0.06	0.03	0.03
144608	-0.61	-1.34	-0.68	-0.45
144699	1	0.63	0.73	0.81
144715	-0.11	0.01	-0.2	-0.25
144809	-1.49	-1.34	-1.38	-1.42
144811	0	0.07	0.05	0.01
145173	0.66	0.71	0.52	0.45
145226	-0.45	-1.34	-1.38	-0.64
145258	-1.49	-1.34	-1.38	-1.42
145264	-0.99	-1.34	-1.38	-1.42
145270	-0.99	-1.34	-1.38	-1.42
145282	0.13	-0.17	-0.11	-0.04
145376	-0.51	-0.72	-0.62	-0.5
145389	2.34	2.27	2.3	2.13
145447	-0.77	-0.67	-0.78	-0.78
145482	0.79	0.57	0.4	0.3
145483	-0.39	-0.46	-0.46	-0.54
145497	-1.49	-1.34	-1.38	-1.42
145508	0.41	0.21	0.36	0.21
145553	0.04	0.05	0.06	-0.06
145567	0.18	-0.24	-0.07	-0.09
145581	-1.49	-1.34	-0.89	-1.42
145741	-1.49	-1.34	-1.38	-1.42
145748	-0.15	-0.08	-0.19	-0.3
145773	-0.32	-0.48	-0.38	-0.31
145788	-0.28	-0.29	-0.34	-0.39
145814	-1.49	-1.34	-1.38	-1.42
145853	-0.22	-0.22	-0.27	-0.22
145864	-1.49	-0.81	-0.82	-1.42
145873	-0.65	-0.57	-0.89	-1.42
145942	-1.49	-1.34	-1.38	-1.42
145957	-0.65	-0.53	-0.55	-0.5
146050	0.23	0.35	0.41	0.32
146057	0.13	0.48	0.55	0.29
146059	0.29	0.34	0.54	0.59
146167	-0.82	-0.72	-0.89	-1.42
146177	-0.82	-0.6	-0.48	-0.68
146183	-0.55	-0.72	-0.89	-0.68
146198	0.05	0.06	0.16	0.02
146212	-1.49	-1.34	-1.38	-0.9
146223	1.81	1.6	1.46	1.3
146225	-1.49	-1.34	-1.38	-1.42
146227	-0.57	-0.42	-1.38	-0.64
146279	-0.77	-1.34	-1.38	-1.42
146310	-0.49	-0.67	-0.41	-0.31
146330	-0.21	-0.28	-0.29	-0.31
146378	-1.49	-1.34	-1.38	-1.42
146395	0.23	-0.63	-0.08	-0.14
146433	0.21	0.19	-0.15	-0.07
146434	0.07	-0.08	0.12	0.04
146456	-1.49	-1.34	-1.38	-1.42
146542	-0.24	-0.29	-0.4	-0.3
146547	-0.28	-0.36	-0.42	-0.37
146556	-0.37	-0.31	-0.34	-0.3
146664	-1.49	-1.34	-1.38	-0.9
146691	0.59	0.78	0.36	0.49
146712	0.05	-0.08	-0.12	-0.09
146722	-0.82	-0.85	-0.89	-0.68
146754	-1.49	-1.34	-1.38	-1.42
146760	-0.6	-0.55	-0.68	-0.46
146779	-1.49	-1.34	-1.38	-1.42
146845	-0.65	-0.65	-0.66	-0.72
146849	-1.49	-1.34	-1.38	-1.42
146850	-1.49	-0.65	-1.38	-0.9
146852	-1.49	-1.34	-1.38	-1.42
146853	-0.29	-0.4	-0.51	-0.46
146857	0.03	0.18	0.31	0.1
146862	-1.49	-1.34	-1.38	-1.42
146894	-0.82	-1.34	-1.38	-0.72
146909	0.68	0.41	0.65	0.81
146923	0.26	0.34	0.22	0.18
146956	0.15	-0.12	0.1	0.21
147007	0.32	0.34	0.19	0.22
147011	-0.61	-0.78	-0.82	-0.64
147015	0.11	0.05	-0.04	0.02
147040	0.23	-0.1	0.32	0.27
147111	1.23	1.32	-0.2	-0.11
147138	-0.33	-0.56	-0.62	-0.46
147179	0.54	0.45	0.51	0.44
147183	-1.49	-1.34	-1.38	-1.42
147323	-0.42	-0.43	-0.41	-0.45
147339	0.74	0.6	0.54	0.42
147372	1.4	0.76	1.76	1.73
147381	-0.99	-1.34	-1.38	-1.42
147409	-1.49	-1.34	-1.38	-1.42
147463	-0.2	-0.29	-0.33	-0.39
147495	0.28	0.08	0.61	0.61
147645	-0.52	-0.61	-0.66	-0.48
147670	-0.99	-0.59	-1.38	-1.42
147685	-1.49	-1.34	-1.38	-1.42
147699	-1.49	-1.34	-1.38	-1.42
147700	0.19	-0.1	-0.32	-0.18
147710	-0.7	-1.34	-1.38	-0.9
147719	-1.49	-1.34	-1.38	-1.42
147741	-0.1	-0.08	-0.06	-0.1
147744	-0.45	-0.75	-0.47	-0.59
147746	-0.49	-0.42	-0.5	-0.49
147798	0.37	-0.02	0.07	0.03
147807	-0.23	-0.36	-0.3	-0.31
147808	-0.43	-0.33	-0.61	-1.42
147837	-0.37	-0.3	-0.36	-0.4
147841	0.28	0.12	0.27	0.33
147872	-0.58	-0.59	-0.82	-0.9
147906	-0.36	-0.35	-0.4	-0.33
147912	-0.19	-0.19	-0.19	-0.1
147923	-0.3	-0.22	-0.32	-0.29
147929	0.02	0.26	0.08	0.02
147945	-0.99	-1.34	-1.38	-1.42
147949	-1.49	-1.34	-1.38	-1.42
147965	-0.1	-0.22	-0.23	-0.22
147968	-0.58	-0.45	-0.75	-0.59
147991	-0.34	0	-0.1	-0.07
148014	-0.88	-0.72	-1.38	-0.68
148022	-0.29	-0.21	-0.23	-0.21
148066	-1.49	-1.34	-1.38	-1.42
148113	-0.33	0.22	-0.7	-0.59
148156	-0.42	-0.4	-0.34	-0.41
148170	-0.37	-0.55	-0.45	-0.42
148223	0.4	0.28	0.29	0.43
148229	-0.61	-0.72	-0.85	-0.72
148252	-1.49	-0.75	-0.7	-1.42
148266	-0.09	-0.06	0	-0.1
148281	-0.43	-0.65	-0.52	-0.52
148304	0.01	0.07	-0.01	-0.01
148327	-0.57	-0.63	-0.44	-0.55
148345	-1.49	-1.34	-1.38	-1.42
148362	0.99	1.1	0.94	0.85
148398	-0.61	-1.34	-0.57	-0.72
148423	0.03	0	0.16	0.24
148479	0.46	0.56	0.66	0.72
148523	-0.15	-0.42	-0.25	-0.23
148534	-0.53	-0.41	-0.6	-1.42
148581	-1.49	-1.34	-1.38	-1.42
148641	-0.99	-1.34	-0.85	-1.42
148738	-1.49	-1.34	-1.38	-1.42
148741	-0.53	-0.45	-0.82	-0.68
148753	-0.99	-1.34	-1.38	-1.42
148789	0.59	0.47	0.81	0.59
148808	0.3	0.25	0.43	0.32
148811	-0.54	-0.47	-0.66	-0.68
148867	0.34	0.62	0.75	0.59
148870	-1.49	-1.34	-1.38	-0.9
148930	-1.49	-1.34	-1.38	-1.42
148932	-0.2	-0.1	-0.21	-0.22
148979	-0.46	-0.4	-0.54	-0.49
149041	0.94	1.06	1.13	0.96
149069	-0.7	-1.34	-0.78	-1.42
149076	0.29	0.13	0.24	0.24
149095	-0.2	-0.35	-0.2	-0.26
149111	-0.65	-0.6	-1.38	-0.72
149175	-0.77	-0.81	-0.75	-0.68
149233	-0.7	-0.6	-1.38	-1.42
149281	-1.49	-1.34	-1.38	-1.42
149297	-1.49	-1.34	-1.38	-1.42
149345	0.01	0.15	-0.07	0.01
149371	0.63	0.62	0.53	0.5
149420	-0.05	-0.03	0.01	-0.08
149428	-0.43	-0.5	-0.82	-0.72
